,comments,date
719,"@GunawanPrayitno @BuyungMustopa
$PNBS

Major Trend : Uptrend
Minor Trend : Menuju Correction Wave -1

Technically $PNBS posisi pnbs saat ini sudah berhasil Break area 91 (Garis merah ) yang merupakan area resist critital .

akan tetapi ,stochastic menunjukan pnbs sudah ada di area overbought ,maka oleh karna itu support PNBS ada di area
91
86/85
79

Waspadai jika pelemahan terus berlanjut menuju ke bawah area 86/85

adapun area Resistance PNBS ada di area
100-102
JIka PNBS berhasil break 102 Dan bertahan sampai closing weekly ,target selanjutnya ada di koordinat 116-118
132

Disclaimer ON","23 Oct 22, 19:25 · Edited on 23 Oct 22, 19:27"
720,$PANI senin naik kaya iklannya,"23 Oct 22, 17:54"
721,"$PANI panik gak, panik dong 😁","23 Oct 22, 12:46"
722,"$DFAM $PANI $KRYA $BDMN $JKON

CARA MENENTUKAN ENTRI YG IDEAL & MEMBUAT TRADING PLAN & MENGUKUR RRR 👍🏻
👉🏻https://cutt.ly/ZNqxZcj","23 Oct 22, 10:50"
723,$PANI minta bantuan koko @andryhakim buat support PANI 🤣,"22 Oct 22, 18:40"
724,"@tenglang hai kamu tenglang yah?

$SMDR $GOTO $PANI $UNIQ $SLIS","22 Oct 22, 16:11"
725,Udah di rumah sakit om avg segitu muntah2 🤣 $PANI,"22 Oct 22, 14:41"
726,$PANI avg 1020 msg aman gak ya ... @andryhakim tolong bantu up PANI kembali ke masa kejayaan ..PANI buat jangka panjang bagus gak ya ?,"22 Oct 22, 13:58"
727,$PANI yang AVG 1700 an udah pada AVGd belum ...serius tanya,"22 Oct 22, 12:49"
728,$PANI berharap ritel cutloss or tp..biar bandarnya akum dgn nyaman.wait n see,"22 Oct 22, 07:30"
729,"$PANI Senin Selasa Rabu masih merah kemungkinan Kamis atau Jumat baru hijau. kalau memang terbukti demikian, gue mau bikin laporan ke BEI pergerakan saham tidak wajar. Polanya sudah terlihat jelas ini dimainkan bandar.","21 Oct 22, 15:47"
730,"$PANI

dia bakal ke harga 809 an dulu kurang lebih, habis tu bakal lanjut turun atau malah naik ya nunggu konfirmasi selanjutnya

btw itu analisanya ngasal aja soalnya saya masih nyubie bgt😅","21 Oct 22, 14:19"
731,$ADMR $PANI psti turun prah minggu depan,"21 Oct 22, 14:08"
732,$PANI merah trus.. suspend donk,"21 Oct 22, 10:33"
733,"$PANI Bandar mau bikin pola terindah 4-6 hari merah dan 1 hari hijau. benar"" pergerakan harga saham tidak wajar","21 Oct 22, 09:34 · Edited on 21 Oct 22, 09:34"
734,$PANI sudah saya kasih tau. hari ini masih minus sampai 3 hari kedepan baru hijau. di kerjain lu semua sama Bandar PANI,"21 Oct 22, 09:29"
735,"$PANI Lanjut Akuisisi Ribuan Hektar lagi , HOLD KERAS 😎","21 Oct 22, 09:18"
736,$PANI congratulations holders congratulations🥳🎉🎉,"20 Oct 22, 17:13"
737,$PANI naiklah ndar,"20 Oct 22, 14:42"
738,$PANI otw 1000 dong ndar,"20 Oct 22, 14:19 · Edited on 20 Oct 22, 14:19"
739,"POLL
$PANI ngapain audit laporan keuangan q3 ??.....","20 Oct 22, 14:04"
740,"$PANI hari ini merah pekat, yg lain pada ijo 😁","20 Oct 22, 12:45"
741,"Ancurlah $PANI, becak harga lambo","20 Oct 22, 12:31"
742,"@charlescharles Benar yg bapak bilang, ini salah satu penyebab utama kiamat properti di Cina. Developer asal2 buat, ada banyak proyek yg sudah lama ngak jadi2. Rakyat Cina jadi kecewa dan banyak yang tidak mau bayar KPR --> kredit macet. Padahal bisnis properti hampir 1/4 dari ekonomi Cina.

Untuk $PANI, apakah kasusnya akan sama? Agung Sedayu dan Salim group sebagai PSP memiliki integritas yang tinggi, jadi kemungkinannya kecil mereka tidak fokus pada proyek PIK 2.

Untuk persoalan apakah mereka backdoor listing untuk menyerap uang retail, jawabannya ada di right issue pertama. RI sebesar 6.5 trilliun, MAP sendiri yang nebus 5.8 trilliun.

Apakah proyek PIK 2 sukses atau tidak? Lebih mudah jalan2 langsung kesana 😁.","20 Oct 22, 11:50"
743,$PANI masuk akal kalau mau right issue gede lagi....... right issue cuma 6.5 T mana cukup untuk develop PIK 2 sebesar 6000 ha......,"20 Oct 22, 11:27"
744,"Details of Iconic Building - PIK 2, The First 3-Storey timber structure building in Indonesia
Q2 2023 Release Soon !

$PANI","20 Oct 22, 11:08 · Edited on 20 Oct 22, 11:10"
745,"$PANI Serok mumpung dikasih brg murah

😎😎👍

$SLIS","20 Oct 22, 11:08"
746,$PANI mari kita ARB biar tambah rame streamnya...😂,"20 Oct 22, 10:58"
747,"Info A1 $PANI Lanjut RI lg

$BBCA $APLN $BBHI","20 Oct 22, 10:13"
748,$PANI,"20 Oct 22, 10:06"
749,$PANI wahhh mau audit laporan keuangan buku kuartal 3 2022......apakah mau right issue lagi di kuartal 1 2023 ?,"20 Oct 22, 09:52"
750,apa kabar nya? hari ini aku TP dri BBHI...kirain $PANI bakal ara ...duh ..kasihan .....,"20 Oct 22, 09:47"
751,Rencana Penyampaian Laporan Keuangan Kuartal III 2022 Diaudit [PANI],"20 Oct 22, 09:30"
752,"bandar $PANI kemarin habis gua sindir langsung dinaikan, biar polanya tidak terlihat BEI. hari ini sampai 5 hari kedepan baru akan mulai merah.","20 Oct 22, 09:26"
753,"20-10-2022:
$PANI $SLIS $TBIG $KRAS
watch : FPNI","20 Oct 22, 05:35"
754,"analisa teknikal saham $GDST

before and after

butuh rekomendasi saham swing scalping?cek link bio free


$COAL $SICO $AISA $PANI","19 Oct 22, 19:26"
755,"$PANI BESOK KITA VONIS ,,, 😎👍","19 Oct 22, 16:09"
756,"$PANI ada apa ini kok sepertinya hari ini ramai sekali ?? Ada masalah apa??
Sini sini bilang cerita sama Shinta, kenapa...cuan hari ini masih kurang kotos kotos ??? 😊🇨🇳🇮🇩🇺🇲

#PANI the power of Mingkem
#PANI the power of Dragon","19 Oct 22, 15:02"
757,"matur suwun $PANI tipis tipis, semoga teman-teman juga bisa mengaplikasikan money management masing-masing ya....
mohon arahan dan ilmunya para suhu.","19 Oct 22, 15:00"
758,semoga bisa tutup diatas 1005 SMA 20 nya..... $PANI,"19 Oct 22, 14:35"
759,"$PANI menolak pamer
$PANI menolak tranding
$PANI mengejar ARA

😂 🤣","19 Oct 22, 14:32"
760,@pejuang0304 iya gue paham bro cuma yang bikin banyak haters dan nebar fear di $PANI juga kebanyakan hodler yang pamer kalau pas naik haha jadi mungkin untuk menenangkan suasana ada baiknya ya kita santuy dulu saja........,"19 Oct 22, 14:29 · Edited on 19 Oct 22, 14:29"
761,$PANI yang punya PANI tetep beli pake money management nanti nyangkut salahin orang jgn pake pinjol pinjolan 😂🤣,"19 Oct 22, 14:25"
762,$PANI santai saja lah......turun jangan panik dan tebar fear......naik juga gak perlu cepet kesenangan atau pamer.......yang akan membuktikan ya waktu apakah prediksi kita benar atau salah.......,"19 Oct 22, 14:13"
763,Hari ini $PANI ijo gara2 ko @andryhakim ngebangun McDonald di PIK 2,"19 Oct 22, 13:51"
764,kok gak panik sih? atau barang murah sdh di serok asing? $PANI,"19 Oct 22, 13:36"
765,"$PANI

Kalau bisa closing ijo hari ini, lumayan menarik bbrp hati kedepan secara teknikal macd (potensi golden cross).","19 Oct 22, 12:03 · Edited on 19 Oct 22, 12:08"
766,"$BDMN jika dilihat polanya sudah masuk fase uptrend. Kemungkinan bandar sudah tau kalo bakal merger dgn grup panin. Cuan kotos2 menanti.

$BUMI $PANI $ITMG $ESSA","19 Oct 22, 12:01"
767,"tidak ada ilmu pasti untuk memperediksi pasar
layaknya $BBHI $ARTO MEGA SWID KLIN

cuma ada analisis yang tidak kompeten diarea sell Dan buy dengan angka yang pasti disertai nilai yang tidak wajar pada kebanyakan situasi seperti $PANI dan Bank mini serta emiten kontruksi .

kadang bertahan itu penting walau situasi genting tidak pernah berakhir seperti di DIVA PTDU WINR dll .

selama hasil penambahan minus dan modal dasar tidak dihilangkan maka kesimpulan (=) tetap seperti diawal .

sama tapi beda : BMRI BBRI BBCA BBNI .
pahlawan dan pecundang tak kan pernah sama sekalipun ada titik temu dalam mendamaikannya

selalu waspada dan tetap siaga sebab dunia saham banyak jebakan namun sedikit orang yang benar benar beruntung karena di dunia pasar tidak ada kepihakan diantara keberuntungan dan keahlian analisis, keduanya tidak dapat disenyalir dengan logis ,terbukti banyak para ahli menelan rugi sedangkan yang tidak mampu membaca laporan keuangan diuntungkan dengan percuma .

bersikaplah mandiri dalam saham seperti kemandirian kita dalam menjalani kehidupan ..

salam cuan ..","19 Oct 22, 11:40"
768,"wajar krn sifat trader fomo emang begitu.
begitu juga dengan influencer saham yg suka pompom, ketika spill emiten,bla bla bla.. eh malah harga saham nya turun, langsung ngilang entah kemana..dan ketika harga naik munculah dengan segala petuah bijak nya. kadang malah pake nyindir2.
tapi itulah seru nya dunia saham, zero sum game. faktor psikologis tetep numero uno.

$ARTO $PANI $BBYB $BBHI","19 Oct 22, 11:37"
769,"Quote of the day 💰
$ARTO $BBHI $PANI","19 Oct 22, 11:37"
770,"$PANI bertahan di atas 870 udah cakep.

• Gap di bawah udah ketutup kemarin
• Dua candle hijau

BUY or BYE?

$BUMI $META $DMAS $WIRG","19 Oct 22, 11:26 · Edited on 19 Oct 22, 12:18"
771,"Hater sibuk nyinyir urusin orang lain. Saya fokus sibuk borong barang diskon 💰💰💰
$BBHI $ARTO $PANI","19 Oct 22, 11:19"
772,"$PANI gas gas gas, ada masukan para suhu untuk ini?","19 Oct 22, 11:13"
773,$PANI,"19 Oct 22, 11:00"
774,$APLN yuk lah kejar $PANI,"19 Oct 22, 09:14"
775,"Dapat hasil share-an pak @frezzz05 Kalau biaya pembangunan PLTU Pelabuhan Ratu 3x350MV sekitar 2,2T dan sekarang dibeli dengan harga 12T (yg akan dimatikan 15tahun lagi).

Luar biasa cuannya PLN.

$PTBA $BOSS $BUMI $PANI $ITMG (random taq)","19 Oct 22, 06:42"
776,penyangga IHSG $BYAN $PANI juga sama kelakuannya gitu ketika diamati hehe,"19 Oct 22, 06:28"
777,@Saba1974 adanya RCEP kalo di $PANI,"19 Oct 22, 05:17"
778,"@Tamamachan Best entry bagusnya sesuai analisa & perhitungan masing2 👍🏻

Kalau soal Salim, udah masuk $PANI via PT. MAP, yang akuisisi PANI dari tahun lalu. Bisa di google sendiri, jamin gak ngarang 😁","18 Oct 22, 19:10"
779,"@delionponce $PANI bro, ada BlackRock dkk gak di $PANI? 😆","18 Oct 22, 15:08"
780,"$PANI hari ini hijau, 4 sampai 6 hari kedepan merah. sudah di set jalannya","18 Oct 22, 14:29"
781,$PANI hiya hiya hiya,"18 Oct 22, 14:23"
782,"Batavia PIK (soon opening) by Agung Sedayu Group & Salim Group

$PANI","18 Oct 22, 13:59"
783,gaaaskaaan $PANI @andryhakim,"18 Oct 22, 13:55"
784,I’M LOVIN’ IT 🍔 $PANI,"18 Oct 22, 13:54"
785,"Mending investing , duduk, tiduran tunggu cuan.
Mending scalping, sat set sat set langsung cuan.
Mending beli yg PE, PBV kecil bisa untung gede.
Mending beli IPO bisa Ara 7 hari 7 malam.

MENDING LU DIEM AJA GIMANA?? 🤣
Dibursa sama2 nyari gain sebanyak mungkin, bukan nyari followers, debat,musuh.
Mau aliran investing, scalping, Bandarmologi,asing mology,salim mology, stockbit mology,cnbc mology,gk ada yg salah.
Yang salah itu saat Anda beli saham ikut ikutan orang, terus nyangkut, maki2 dan nebar fear di beranda emiten tsb 🤣
Terlihat sekali kualitas otak orang tersebut.

holders always win 💎👑","18 Oct 22, 09:59 · Edited on 18 Oct 22, 10:05"
786,$PANI,"18 Oct 22, 09:52"
787,"Numpang lewat.

Sebenernya liat PER / PBV dan lain2 itu bagus, dan bener, dan sesuai. CUMA, sometimes gak bisa cuma liat itu doang karena ada hal2 lain yang diluar dari situ - hal2 yang belum tercatat / keliatan. Jatuhnya ya memang spekulasi, but then even trading jg ada spekulasi sih IMO 🤣

Menurut saya nilai saham itu ada di bisnisnya, nah menilai bisnis itu gak bisa lihat dari 1 sisi / dimensi aja. It's simple, but not THAT simple. Kalau iya, semua orang udah kaya raya merata. Fair?","18 Oct 22, 09:43"
788,"@lexzaver mau mahal murah bukan urusan anda.
investasi kok cuma liat PE , PBV 🤣.
ini emiten untuk orang yg punya keyakinan tinggi.

scalping jgn di sini yaa .

holders always win 💎👑

$PANI","18 Oct 22, 09:30 · Edited on 18 Oct 22, 09:31"
789,Udah merah lah closing pasti $PANI,"18 Oct 22, 09:29"
790,"$PANI scalper dibuat bingung. kemaren beli arb eh arb beneran, skrg ragu2 beli eh malah naik 7% hahaha","18 Oct 22, 09:19"
791,"@hendrafa pbvr nya krmahalan coy.. liat aja ARB berjilid2.. saatnya IF distribusi trus ampe hrga wajar.. yg naek cpet, psti turun cpet jg $ARTO $PANI","18 Oct 22, 09:16"
792,$PANI,"18 Oct 22, 00:53"
793,"$PANI top gainer lagi di rolling di bursa, masa PANI terus. Lihat aja return 1 thnnya berkurang terus, udah diganti $ADMR top gainernya.","17 Oct 22, 22:34 · Edited on 17 Oct 22, 22:41"
794,"Ehhmmmm kok ribut,kalian sadar ngak? $PANI hampir sebulan baru 3x ijo 👏","17 Oct 22, 22:01"
795,"What is life if not a gamble ?
Mau ke 500 dulu ayo, mau ke 300 dulu juga ayo.

$PANI","17 Oct 22, 21:20 · Edited on 17 Oct 22, 21:22"
796,"@WillDjon intinya mah kalo saham mau jatuh ya jatuh aja. kita sebagai investor melihat resesi sebagai great opportunity buat serok. makin turun, makin happy toh?

disaat orang euphoria, kita exit. disaat orang fear, kita serok😌✌🏻

$PANI $ARTO $BBHI","17 Oct 22, 21:09"
797,"$PANI akan menyusul $ARTO & $BBHI

target serok PANI, semoga dikasih🤲🏻","17 Oct 22, 19:13"
798,"Siapakah RCEP di $PANI yg memegang 543.416 juta lembar di harga 500 (mereka membeli warrant right issue) = 543.416 jt x 500 = 271.7 miliar rupiah.

Kalau dilihat dari status kepemilikan asing Agustus - September, dapat diketahui bahwa RCEP sendiri belum jualan.

RCEP sendiri merupakan kesepakatan regional trading block terbesar di dunia.

Pertanyaannya, kenapa grup gede seperti ini ada di PANI?

(Hanya sharing fakta dan data, tdk ada maksud pom"")","17 Oct 22, 18:54"
799,"Auto Rejection Bawah: 17 Oct 2022 (48 saham)
$BBHI -6,87%
$PURI -6,86%
$ASHA -6,86%
$PANI -6,86%
$ESTI -6,85%
Historikal ARA & ARB: https://cutt.ly/3BHjK4J","17 Oct 22, 17:35"
800,"Besok persiapan monitor $PANI , $MARK & $BRMS.
Mudah2 an ke 3 emiten ini dapet cuan semua","17 Oct 22, 16:20"
801,$PANI 🥹🥹🥹🥹,"17 Oct 22, 15:23"
802,$PANI lagi tari tambang bandar vs ritel,"17 Oct 22, 15:19"
803,$PANI tokk ganjell tokkk,"17 Oct 22, 14:29"
804,$PANI 😁 yah gimana mau naik tiap mendekati arb ada yang muncul masang lot gede langganan 10 ribu yah kabur lah pembelinya.........cuma cocok buat investor barang ini.......kalau trader ya buang terus......,"17 Oct 22, 14:29"
805,@andryhakim hallo gimana ndri $PANI nasibnya ini???,"17 Oct 22, 13:36"
806,"$PANI Hot dengan Property PIK2, Pasca RI Mcap menggelembung, peers comparison jg ud limited upside kalo ni saham seandainya dikategorikan sebagai property stock. Kesimpulan:? so far si outlier disaham property jarang ya apalagi sdh Triliun mcapnya","17 Oct 22, 12:54"
807,"$PANI udah berhasil nutup gap 845-860 yang terbentuk setelah RI. Bagaimana kelanjutannya? UP or DOWN?

$BUMI $INKP $APLN $DMAS","17 Oct 22, 12:45"
808,"Alhamdulillah di kasih diskon lagi..

holders always win 💎


ARB 815
$PANI","17 Oct 22, 12:02 · Edited on 18 Oct 22, 12:37"
809,"$GOTO hijau sendiri saat yg lain merah, seperti selalu kebalikannya niih
$BOSS $PANI $SLIS $BUMI","17 Oct 22, 09:26"
810,"$PANI

PANI lovers, fyi, rata2 harga saham PANI yang dimiliki retailer setelah rights isssue berkisar antara 600 s/d 855 , mudah2an harga saham PANI tidak melorot ke 530 , karena om bandar, sudah siap2 nampung. Tetap semangat💪","16 Oct 22, 10:06"
811,"@kraiziant inget $PANI aja...

as simple as that","16 Oct 22, 00:11"
812,"POLL
Buat yang udah lama trade/invest pasti sudah tidak asing lagi dengan istilah/kata ""keystat"", sebenarnya apa sie keystat itu, apa fungsinya, bagaimana diperoleh datanya, apa saja yang perlu dilihat, lalu apa bisa digunakan untuk memahami salah satu kinerja suatu emiten dalam rangka mendukung keputusan kita saat akan membeli/berinvest ke emiten tersebut.

Keystat adalah rangkuman rasio-rasio penting emiten yang terdaftar di bursa misalnya Current PE ratio (Annualized & TTM), IHSG PE Ratio TTM, Earnings Yield, Current Price to Sales, Current Price to Book Value, EV to EBIT, PEG ratio (Current, 3Yr & Forward). Untuk memudahkan analisis, rasio-rasio tersebut dikelompokkan sesuai dengan karakteristiknya. Pada aplikasi SB sendiri dikelompokan ke dalam 10 karakter (valuation, per share, solvency, profitability, dividend, income statement, balance sheet, cash flow statement, growth, dan price performance).

kalau stockbitor sendiri lebih sering lihat yg karakteristik yg mana

Tag saham favoritku : dan","15 Oct 22, 23:53"
813,"Belajar dari LKH saat krisis 1998, dimana saat portonya hanya bersisa 15% (turun karena krisis), seluruh uangnya dipercayakan ke $UNTR.

Pertanyaannya jika kita dengan kita yg skrg berada diposisi LKH, beranikah kita?

Mari kita liat gimana UNTR

1. Tahun 1997 kebawah UNTR tidak sehat dengan kacamata fundamental skrg, dimana Ekuitasnya hanya 508M, berbanding Total Aset 4,1T, sehingga total utang 3,6T => DERnya 720%. (Gila sih)

2. Saat krisis 1998, Hutang Jangka Pendek 3,3T, sedangkan aktiva lancarnya hanya 1,9T (sedikit oleng PKPU, Pailit)

3. Ekuitasnya 1998 drop parah bersisa 25 Milyar, dengan rugi 700M, sehingga rugi persahamnya 465 rupiah, dimana harga beli LKH 250 rupiah. (Market Cap UNTR 34Milyar) => PBV 1,3x PER - 1,8x

Namun beruntung rupiah berbalik arah. Tapi hanya org Extraordinary yg berani beli UNTR diharga 250 saat rugi persahamnya aja 465 rupiah, aplagi ketika itu tidak ada jaminan rupiah akan berbalik arah dan banyak narasi ketika itu rupih akan ke 20-30ribu perdollarnya.
Dan gilanya LKH bisa bertahan tidak TP selama 6 tahun.

Cmiiw
(random taq)","15 Oct 22, 21:16 · Edited on 15 Oct 22, 21:42"
814,"Bersatu bersama Salim Group

$WIRG $PANI $BUMI $DCII $BINA","15 Oct 22, 11:53"
815,$PANI segini harga mati wkwkwk,"15 Oct 22, 11:17"
816,"https://cutt.ly/6BIkMw0

Developer apartment apakah kuat nafas-nya?
$CTRA $APLN $DILD $PANI","15 Oct 22, 00:12"
817,"@ArianandaBramantia asing aseng asiong entahlah..

Lagipula itu hanya baju
Lagipula asing pun bisa rugi. Ini fakta.

Btw, mending pikirkan sektor atau saham apa yang bakalan booming atau bagger tahun depan ( seperti $PANI di tahun ini).

https://stockbit.com/post/9858152","14 Oct 22, 18:25"
818,Apanya suport ? Suport berpa ? Udah jebol juga pasti senin $PANI,"14 Oct 22, 16:57"
819,"info buat $BOSS
5 M AVG 87
$PANI K ?
tetap tenang dan ikhlaskan 💪
jangan lupa berdoa 👐

tag random :
$BSSR $ITMG","14 Oct 22, 16:55 · Edited on 14 Oct 22, 21:12"
820,$PANI,"14 Oct 22, 14:47"
821,"apakah anda sdh cutloss Hari ini? 🤣 😂 beli 910 jual 895 trs coba lagi masuk 900 (beli) jual 890. 🤣 😆 ente kadang-kadang ente, disini bukan utk scalper, untuk pemberani after research. 😎

emiten utk scalper kalo volume besar, volatilitas tinggi, bid offer tebal, ada accum besar, ada issue yg bisa digoreng.

banyak research objective yg sdh dicoba dipaparkan.
ini kan perusahaan kaleng, 🤣 🤣 ente kadang-kadang ente, banyak riset dan baca yaa...

banyak cari info Dan riset di","14 Oct 22, 14:24"
822,"$PANI lagi diiris tipis2 dari kemarin, udah bubar pestanya. Gak ada yg bisa diharapin lagi 😁","14 Oct 22, 13:56 · Edited on 14 Oct 22, 14:31"
823,"Next Project Coming Soon by PIK2.
heran gak abis abis projectnya 🙈

Gak sabar nunggu LK terbaru nya $PANI","14 Oct 22, 13:56 · Edited on 14 Oct 22, 14:29"
824,"$PANI

Turun yuk biar yang Scalpertod pada CL terus menerus","14 Oct 22, 11:53"
825,"$PANI kalau diliat"" banyak scalper yang cut loss yah dsini dan ga belajar kalo ini saham ga bisa discalpingin 😂😂","14 Oct 22, 10:50"
826,$PANI holder panik,"14 Oct 22, 10:36"
827,"@Yestefendy Setuju, managementnya pinter. Kebetulan mampir ke beberapa area yang lagi dibangun juga konsep2nya sama perusahaan lain, dan jujur kualitasnya beda - dari segi tenant, scope project, dan konsep.

Pertanyaannya tinggal apakah ini akan jadi konsep aja, atau eksekusi juga bagus? Tapi setiap bulan kesana sih ada aja sesuatu yang baru jadi, jadi saya liat eksekusinya gila banget juga.

Jadi tinggal masalah apa semua ini masuk $PANI atau enggak? Spekulasi. Masuk akal gak? Bisa. Bakal gak? Cuma management dan Tuhan yang tau 🤔","14 Oct 22, 09:26"
828,"$PANI arb yuk arb, jng naek nanti banyak scalper wkwkwk","14 Oct 22, 09:02"
829,"$PANI belum naik diatas 1.000 karena semuanya lagi pada nungguin LK baru keluar, sebab LK yg skrg itu sewaktu masih pabrik kaleng2. teruntuk sangkuter aka investor dadakan, yg yakin hold, yg gk yakin CL.","13 Oct 22, 21:50"
